URL,Sitemap,Robots,Meta Title,Meta Title Count,Meta Description,Meta Description Count,Meta Keywords,Meta Keywords Count,Meta Robots,H1,H2,H3,H4,H5,H6,Open Graph,Canonical,Favicon,Google Search Console Connected,Jumlah Kata,Performance,Accessibility,Best Practices,SEO,Structure
https://orami.co.id,1.0,1.0,Orami - One-stop Solution for Parents,5.0,"Orami, situs terlengkap untuk para Mom's mulai dari belanja perlengkapan bayi, kebutuhan Ibu hamil & menyusui hingga ribuan artikel seputar parenting",3.0,Orami,1.0,index,1.0,0.0,5.0,0.0,0.0,1.0,"{'og:title': 'Orami - One-stop Solution for Parents', 'og:description': ""Orami, situs terlengkap untuk para Mom's mulai dari belanja perlengkapan bayi, kebutuhan Ibu hamil & menyusui hingga ribuan artikel seputar parenting"", 'og:image': 'https://www.orami.co.id/static/images/orami-parenting-meta-image.png', 'og:url': 'https://www.orami.co.id'}",1.0,1.0,1.0,68.0,27.0,87.0,96.0,92.0,83.0
https://ranchmarket.co.id,1.0,1.0,Ranchmarket,0.0,"Ranch Market presents high-quality products and products related to the healthy lifestyle of its customers such as fresh products, organic products, etc.",3.0,,1.0,Tidak ditemukan,1.0,5.0,10.0,0.0,8.0,0.0,"{'og:title': 'Tidak ditemukan', 'og:description': 'Tidak ditemukan', 'og:image': 'Tidak ditemukan', 'og:url': 'Tidak ditemukan'}",1.0,1.0,1.0,465.0,34.0,76.0,82.0,92.0,71.0
https://rsphc.ihc.id/,1.0,1.0,Home | RS PHC Surabaya,4.0,,1.0,Tidak ditemukan,1.0,Tidak ditemukan,0.0,14.0,4.0,7.0,1.0,0.0,"{'og:title': 'Tidak ditemukan', 'og:description': 'Tidak ditemukan', 'og:image': 'Tidak ditemukan', 'og:url': 'Tidak ditemukan'}",1.0,1.0,1.0,375.0,45.0,82.0,96.0,73.0,42.0
https://rsud.tangerangkota.go.id/,1.0,1.0,RSUD Kota Tangerang,2.0,RSUD Kota Tangerang,1.0,Tidak ditemukan,1.0,Tidak ditemukan,0.0,10.0,0.0,8.0,31.0,0.0,"{'og:title': 'Tidak ditemukan', 'og:description': 'Tidak ditemukan', 'og:image': 'Tidak ditemukan', 'og:url': 'http://rsud.tangerangkota.go.id'}",1.0,1.0,1.0,829.0,21.0,80.0,75.0,92.0,
https://rsud.tangerangkota.go.id/ ,,,,,,,,,,,,,,,,,,,,,,,,,38.0
https://sephora.co.id,1.0,1.0,Sephora Indonesia,1.0,Temukan produk kecantikan terbaik brand-brand global terkemuka. Dapatkan sampel gratis setiap berbelanja. Shipping gratis untuk pembelian diatas Rp500.000.,1.0,"Sephora, Indonesia, ID, Beauty, Cosmetics, Makeup, Skincare, Fragrances, Hair Care, Bath and Body, Free Delivery, Online, Store, Kecantikan, Kosmetik, Perawatan Kulit, Pengiriman Gratis",17.0,Tidak ditemukan,0.0,2.0,0.0,0.0,0.0,46.0,"{'og:title': 'Sephora Indonesia', 'og:description': 'Temukan produk kecantikan terbaik brand-brand global terkemuka. Dapatkan sampel gratis setiap berbelanja. Shipping gratis untuk pembelian diatas Rp500.000.', 'og:image': 'https://static-reg.lximg.com/assets/sephora_og_image-34f1169559fdb47662226655a01e2f90dabe8622664f82b7f9b4ed5907237b3d.jpg', 'og:url': 'www.sephora.co.id'}",1.0,1.0,1.0,933.0,29.0,100.0,71.0,85.0,88.0
https://shopee.co.id,1.0,1.0,Tidak ditemukan,1.0,Tidak ditemukan,1.0,Tidak ditemukan,1.0,Tidak ditemukan,0.0,0.0,0.0,0.0,0.0,0.0,"{'og:title': 'Tidak ditemukan', 'og:description': 'Tidak ditemukan', 'og:image': 'Tidak ditemukan', 'og:url': 'Tidak ditemukan'}",1.0,1.0,1.0,6.0,,,,,91.0
https://sicepat.com,1.0,1.0,SiCepat | Layanan Kirim Paket Ekspres No.1 di Indonesia,8.0,PT.SiCepat Ekspres adalah perusahaan layanan pengiriman terbaik di Indonesia yang berdiri sejak 2014.,1.0,Tidak ditemukan,1.0,Tidak ditemukan,6.0,0.0,7.0,0.0,0.0,0.0,"{'og:title': 'Tidak ditemukan', 'og:description': 'Tidak ditemukan', 'og:image': 'Tidak ditemukan', 'og:url': 'Tidak ditemukan'}",1.0,1.0,1.0,381.0,46.0,90.0,75.0,100.0,87.0
https://sociolla.com,1.0,1.0,Situs Kosmetik Terlengkap & Terpercaya #1 di Indonesia - Sociolla,9.0,"Nikmati promo belanja hingga 50% Off, Extra Voucher, Bebas Ongkir Tanpa Syarat se-Indonesia! Temukan pilihan produk kecantikan 100% BPOM untuk setiap kebutuhanmu",3.0,"online,store,terpercaya,beauty,kecantikan,skincare,kosmetik,makeup,beauty tools,catokan,kosmetik asli,skincare asli,toko online",13.0,Tidak ditemukan,1.0,0.0,0.0,0.0,0.0,0.0,"{'og:title': 'Tidak ditemukan', 'og:description': 'Tidak ditemukan', 'og:image': 'Tidak ditemukan', 'og:url': 'Tidak ditemukan'}",1.0,1.0,1.0,10.0,26.0,86.0,96.0,92.0,87.0
https://tokopedia.com,,,,,,,,,,,,,,,,,,,,,28.000000000000004,75.0,75.0,100.0,87.0
https://tubankab.go.id/home,1.0,1.0,Situs Resmi Pemerintah Kabupaten Tuban,4.0,Situs Resmi Pemerintah Kabupaten Tuban,1.0,"tuban,indonesia,kabupaten,jawa timur,bumi wali, dinas komunikasi dan informatika, website kab.tuban",7.0,Tidak ditemukan,5.0,6.0,52.0,11.0,0.0,0.0,"{'og:title': 'Tidak ditemukan', 'og:description': 'Tidak ditemukan', 'og:image': 'Tidak ditemukan', 'og:url': 'Tidak ditemukan'}",1.0,1.0,1.0,818.0,38.0,61.0,89.0,92.0,58.0
https://unesa.ac.id,,,,,,,,,,,,,,,,,,,,,17.0,82.0,68.0,77.0,76.0
https://uniqlo.com/,1.0,1.0,UNIQLO網路旗艦店 首頁 - UNIQLO台灣,3.0,Tidak ditemukan,1.0,Tidak ditemukan,1.0,Tidak ditemukan,0.0,0.0,0.0,0.0,0.0,0.0,"{'og:title': 'Tidak ditemukan', 'og:description': 'Tidak ditemukan', 'og:image': 'https://www.uniqlo.com/tw/public/uqtw/assets/logo_2.jpg', 'og:url': 'https://www.uniqlo.com/tw/zh_TW/'}",1.0,1.0,1.0,0.0,27.0,94.0,50.0,92.0,64.0
https://universitaspertamina.ac.id/,0.0,0.0,Universitas Pertamina,1.0,Temukan universitas energi terbaik di Indonesia dan universitas swasta terbaik di Jakarta dengan program unggulan dan fasilitas modern untuk masa depan energi terbarukan.,1.0,Tidak ditemukan,1.0,Tidak ditemukan,0.0,3.0,17.0,0.0,0.0,0.0,"{'og:title': 'Tidak ditemukan', 'og:description': 'Tidak ditemukan', 'og:image': 'Tidak ditemukan', 'og:url': 'Tidak ditemukan'}",1.0,1.0,1.0,4048.0,[38.0],[96.0],[96.0],[100],87.0
https://www.antaranews.com,1.0,1.0,Berita terkini dan terpercaya Indonesia - ANTARA News,7.0,"Berita terkini dan terpercaya dari Indonesia dan dunia seputar politik, ekonomi, bisnis, humaniora, gaya hidup, hiburan, sepak bola, otomotif",8.0,Tidak ditemukan,1.0,Tidak ditemukan,0.0,17.0,445.0,416.0,0.0,10.0,"{'og:title': 'Tidak ditemukan', 'og:description': 'Tidak ditemukan', 'og:image': 'Tidak ditemukan', 'og:url': 'Tidak ditemukan'}",1.0,1.0,1.0,6623.0,27.0,72.0,100.0,83.0,67.0
https://www.atrbpn.go.id,1.0,1.0,Web ATR BPN,2.0,"Website Kementerian Agraria / Badan Pertanahan Nasional. PTSL, Daftar PPAT, Website Kementerian Daerah, Layanan Pertanahanan",4.0,"Kantor Pertanahan, Agraria, PTSL, Daftar PPAT, Website Pertanahan, Atrbpn, ATR BPN, ATR, ATRBPN pusat, Website Pertanahan dan Agraria, Kantor Pertanahan Daerah, data BPHTB, Lokasi PTSL, Pengumuman Sertipikat Hilang, Layanan Pertanahan, Kantor pertanahan Denpasar, kantor pertanahan Samarinda, Kantor Pertanahan Surabaya, Kantor pertanahan Riau, Kantor Pertanahan Jayapura, Kantor Pertanahan Yogyakarta, Kantor Pertanahan Jakarta, Kantor Pertanahan Tangerang, kantor Pertanahan Pusat, Kantor Pertanahan Aceh, Kantor Pertanahan Daerah",26.0,"index, follow",0.0,0.0,0.0,0.0,0.0,0.0,"{'og:title': '', 'og:description': '', 'og:image': '', 'og:url': ''}",1.0,1.0,1.0,9.0,93.0,84.0,43.0,82.0,51.0
https://www.bpk.go.id,,,,,,,,,,,,,,,,,,,,,31.0,71.0,71.0,82.0,59.0
https://www.ciputrahospital.com,1.0,1.0,Ciputra Hospital - Rumah Sakit Nasional Terbaik Bertaraf Internasional,8.0,Ciputra Hospital merupakan salah satu rumah sakit nasional terbaik bertaraf internasional yang memiliki fasilitas modern dan tim dokter berpengalaman,1.0,Tidak ditemukan,1.0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",3.0,1.0,15.0,1.0,1.0,0.0,"{'og:title': 'Ciputra Hospital - Rumah Sakit Nasional Bertaraf International dan Terbaik di Indonesia', 'og:description': 'Tidak ditemukan', 'og:image': 'Tidak ditemukan', 'og:url': 'https://ciputrahospital.com/'}",1.0,1.0,1.0,643.0,23.0,64.0,96.0,100.0,
https://www.ciputrahospital.com ,,,,,,,,,,,,,,,,,,,,,,,,,83.0
https://www.cnnindonesia.com,1.0,1.0,"CNN Indonesia | Berita Terbaru, Terkini Indonesia, Dunia",7.0,"CNNIndonesia.com menyajikan berita Terbaru, Terkini Indonesia seputar nasional, politik, ekonomi, internasional, olahraga, teknologi, hiburan, gaya hidup.",9.0,"cnn, cnn indonesia, indonesia, berita, berita terbaru, berita terkini, berita indonesia, berita dunia, berita nasional, berita politik, berita ekonomi, berita internasional, berita olahraga",13.0,"index, follow",1.0,28.0,0.0,0.0,0.0,0.0,"{'og:title': 'CNN Indonesia | Berita Terbaru, Terkini Indonesia, Dunia', 'og:description': 'CNNIndonesia.com menyajikan berita Terbaru, Terkini Indonesia seputar nasional, politik, ekonomi, internasional, olahraga, teknologi, hiburan, gaya hidup.', 'og:image': 'https://cdn.cnnindonesia.com/cnnid/images/logo_cnn_fav.png?v=11.0.3', 'og:url': 'https://www.cnnindonesia.com/'}",1.0,1.0,1.0,510.0,52.0,73.0,50.0,92.0,60.0
https://www.dephub.go.id,1.0,1.0,Kementerian Perhubungan Republik Indonesia,3.0,"Kementerian Perhubungan Republik Indoensia merupakan instansi pemerintah yang merumuskan, menetapkan, dan menjalankan kebijakan sektor transportasi. Kebijakan antara lain menyangkut pelayanan, keselamatan, keamanan, peningkatan aksesibilitas, serta konektivitas sarana dan prasarana transportasi.",7.0,"perhubungan,kementrian,dephub,kemenhub,transportation,ministry,indonesia,kemenhub",8.0,"index, follow",0.0,6.0,0.0,4.0,2.0,0.0,"{'og:title': 'Tidak ditemukan', 'og:description': 'Tidak ditemukan', 'og:image': 'Tidak ditemukan', 'og:url': 'Tidak ditemukan'}",1.0,1.0,1.0,787.0,4.0,73.0,96.0,83.0,32.0
https://www.detik.com,1.0,1.0,detikcom - Informasi Berita Terkini dan Terbaru Hari Ini,8.0,"Indeks berita terkini dan terbaru hari ini dari peristiwa, kecelakaan, kriminal, hukum, berita unik, Politik, dan liputan khusus di Indonesia dan Internasional",7.0,"berita hari ini, berita terkini, berita terbaru, info berita, peristiwa, kecelakaan, kriminal, hukum, berita unik, Politik, liputan khusus, Indonesia, Internasional",13.0,"index, follow",1.0,35.0,96.0,10.0,0.0,0.0,"{'og:title': 'detikcom - Informasi Berita Terkini dan Terbaru Hari Ini', 'og:description': 'Indeks berita terkini dan terbaru hari ini dari peristiwa, kecelakaan, kriminal, hukum, berita unik, Politik, dan liputan khusus di Indonesia dan Internasional', 'og:image': 'https://awscdn.detik.net.id/detik2/images/logo.jpg', 'og:url': 'https://www.detik.com'}",1.0,1.0,1.0,1804.0,20.0,66.0,68.0,92.0,53.0
https://www.esdm.go.id,1.0,1.0,Kementerian ESDM RI - Site,4.0,Kementerian Energi dan Sumber Daya Mineral - Republik Indonesia,1.0,"esdm, migas, kementerian",3.0,Tidak ditemukan,0.0,0.0,9.0,17.0,10.0,0.0,"{'og:title': 'Tidak ditemukan', 'og:description': 'Tidak ditemukan', 'og:image': 'Tidak ditemukan', 'og:url': 'Tidak ditemukan'}",1.0,1.0,1.0,1285.0,,,,,56.0
https://www.gramedia.com/,1.0,1.0,Toko Buku Online Terbesar | Gramedia.com,5.0,Toko Buku Online Gramedia menyediakan aneka buku berkualitas dan terlengkap. Nikmati promo buku murah dengan pengiriman beragam,1.0,,1.0,Tidak ditemukan,0.0,0.0,0.0,0.0,0.0,1.0,"{'og:title': 'Gramedia.com', 'og:description': 'Toko Buku Online Gramedia menyediakan aneka buku berkualitas dan terlengkap. Nikmati promo buku murah dengan pengiriman beragam', 'og:image': 'https://static.gramedia.net/gramedia-social-icon.png', 'og:url': 'https://www.gramedia.com/'}",1.0,1.0,1.0,6.0,22.0,75.0,79.0,92.0,79.0
https://www.ipb.ac.id,1.0,1.0,IPB University,1.0,Home IPB University,1.0,Tidak ditemukan,1.0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",0.0,4.0,7.0,16.0,0.0,6.0,"{'og:title': 'IPB University', 'og:description': 'Home IPB University', 'og:image': 'Tidak ditemukan', 'og:url': 'https://www.ipb.ac.id/'}",1.0,1.0,1.0,850.0,9.0,87.0,54.0,85.0,54.0
https://www.itb.ac.id,0.0,1.0,Institut Teknologi Bandung,2.0,,1.0,"itb, institut teknologi bandung, bandung, indonesia, ITB, Institution of higher learning of science, technology, and fine arts, with a mission of education, research, and services to the community. In Harmonia Progressio - Kemajuan dalam keselarasan",11.0,Tidak ditemukan,1.0,6.0,32.0,8.0,0.0,0.0,"{'og:title': '', 'og:description': '', 'og:image': 'https://itb.ac.id/images/logo-itb-small.png', 'og:url': 'https://itb.ac.id/'}",1.0,1.0,1.0,614.0,[41.0],[89.0],[96.0],[92.0],86.0
https://www.its.ac.id,1.0,1.0,Beranda - Institut Teknologi Sepuluh Nopember (ITS),6.0,"Institut Teknologi Sepuluh Nopember (ITS) adalah perguruan tinggi unggulan di bidang sains, teknologi, dan seni di Indonesia",3.0,"campus,technology,study,research,admission",5.0,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",1.0,3.0,13.0,6.0,11.0,8.0,"{'og:title': 'Home', 'og:description': 'Institut Teknologi Sepuluh Nopember (ITS) adalah perguruan tinggi unggulan di bidang sains, teknologi, dan seni di Indonesia', 'og:image': 'https://www.its.ac.id/wp-content/themes/ITS/assets/img/header-image-default.jpg', 'og:url': 'https://www.its.ac.id/'}",1.0,1.0,1.0,629.0,37.0,79.0,56.99999999999999,92.0,64.0
https://www.jombangkab.go.id/,,,,,,,,,,,,,,,,,,,,,62.0,77.0,96.0,92.0,65.0
https://www.kemdikbud.go.id,,,,,,,,,,,,,,,,,,,,,,,,,86.0
https://www.kemendag.go.id,1.0,1.0,Beranda - Kementerian Perdagangan Republik Indonesia,5.0,Beranda - Website Resmi Kementerian Perdagangan Republik Indonesia,1.0,"Kementerian Perdagangan, kemendag, Kementerian, Perdagangan, Indonesia ",5.0,Tidak ditemukan,0.0,0.0,7.0,0.0,33.0,14.0,"{'og:title': 'Beranda - Kementerian Perdagangan Republik Indonesia', 'og:description': 'Beranda - Website Resmi Kementerian Perdagangan Republik Indonesia', 'og:image': 'https://www.kemendag.go.id/assets/imgs/part/about.png', 'og:url': 'Tidak ditemukan'}",1.0,1.0,1.0,1147.0,,,,,28.0
https://www.kemenkumham.go.id,1.0,1.0,Beranda | Kementerian Hukum RI - web.kemenkum.go.id,6.0,Official Website Kementerian Hukum RI,1.0,"Kemenkum, Kementerian Hukum",2.0,Tidak ditemukan,0.0,3.0,2.0,10.0,2.0,1.0,"{'og:title': 'Beranda | Kementerian Hukum RI', 'og:description': 'Tidak ditemukan', 'og:image': 'Tidak ditemukan', 'og:url': 'https://www.kemenkumham.go.id/'}",1.0,1.0,1.0,1088.0,18.0,71.0,96.0,83.0,42.0
https://www.kemenparekraf.go.id,1.0,1.0,Kementerian Pariwisata dan Ekonomi Kreatif,4.0,Kemenparekraf Republik Indonesia adalah kementerian negara yang membidangi urusan pariwisata dan ekonomi kreatif.,1.0,"Kemenparekraf,Baparekraf,Pariwisata,Ekonomi Kreatif,Kementerian Pariwisata dan Ekonomi Kreatif/ Badan Pariwisata dan Ekonomi Kreatif Republik Indonesia",5.0,Tidak ditemukan,0.0,0.0,0.0,0.0,0.0,0.0,"{'og:title': 'Tidak ditemukan', 'og:description': 'Tidak ditemukan', 'og:image': 'Tidak ditemukan', 'og:url': 'Tidak ditemukan'}",1.0,1.0,1.0,103.0,35.0,82.0,79.0,92.0,77.0
https://www.kemensos.go.id,1.0,1.0,Kementerian Sosial Republik Indonesia,3.0,Kementerian Sosial Republik Indonesia,1.0,"kemsos, kemensos, sosial, pkh, bpnt, rastra, bst, blt bbm, rst, pena, dayasos, linjamsos, rehabilitasi sosial, mensos, penyuluhan sosial, ppidkemensos, atensi, rehsos, peksos, pensos",20.0,Tidak ditemukan,0.0,5.0,0.0,43.0,0.0,0.0,"{'og:title': ' ', 'og:description': 'Kementerian Sosial Republik Indonesia', 'og:image': 'https://kemensos.go.id/uploads/settings/15642300226502.png', 'og:url': 'https://kemensos.go.id'}",1.0,1.0,1.0,2242.0,20.0,75.0,89.0,92.0,37.0
https://www.kemkes.go.id,,,,,,,,,,,,,,,,,,,,,,,,,38.0
https://www.kkp.go.id,1.0,1.0,KKP | Kementerian Kelautan dan Perikanan,5.0,Halaman Utama Website Kementerian Kelautan dan Perikanan,1.0,Tidak ditemukan,1.0,Tidak ditemukan,5.0,0.0,2.0,0.0,0.0,0.0,"{'og:title': 'Tidak ditemukan', 'og:description': 'Tidak ditemukan', 'og:image': 'Tidak ditemukan', 'og:url': 'Tidak ditemukan'}",1.0,1.0,1.0,709.0,32.0,74.0,96.0,91.0,44.0
https://www.kompas.com,1.0,1.0,"Berita Terkini Hari Ini, Kabar Akurat Terpercaya - Kompas.com",8.0,"Kompas.com - Berita Indonesia dan Dunia Terkini Hari Ini, Kabar Harian Terbaru Terpercaya Terlengkap Seputar Politik, Ekonomi, Travel, Teknologi, Otomotif, Bola",7.0,"Berita Terkini, Berita Hari Ini, Berita Harian, Berita Terbaru, Berita Akurat, Berita Terpercaya, Berita indonesia, Berita Terpopuler, Berita, Info Terkini, Jernih Melihat Dunia, Kompas",12.0,"index, follow",8.0,11.0,3.0,62.0,0.0,0.0,"{'og:title': 'Berita Terkini Hari Ini, Kabar Akurat Terpercaya - Kompas.com', 'og:description': 'Kompas.com - Berita Indonesia dan Dunia Terkini Hari Ini, Kabar Harian Terbaru Terpercaya Terlengkap Seputar Politik, Ekonomi, Travel, Teknologi, Otomotif, Bola', 'og:image': 'https://asset.kompas.com/data/2019/kompascom/banner-jmd-3.jpg', 'og:url': 'https://www.kompas.com/'}",1.0,1.0,1.0,1858.0,25.0,71.0,32.0,92.0,58.0
https://www.liputan6.com,1.0,1.0,"Berita Terkini, Kabar Terbaru Hari Ini Indonesia dan Dunia - Liputan6.com",10.0,"Berita hari ini Indonesia dan Dunia, kabar terbaru terkini. Situs berita terpercaya dari politik, peristiwa, bisnis, bola, tekno hingga gosip artis",6.0,"berita hari ini, berita harian, berita terkini, berita terbaru, berita indonesia, berita terpopuler, berita, info terkini, berita dunia, peristiwa hari ini",10.0,"index, follow",1.0,4.0,10.0,86.0,0.0,0.0,"{'og:title': 'Berita Terkini, Kabar Terbaru Hari Ini Indonesia dan Dunia - Liputan6.com', 'og:description': 'Berita hari ini Indonesia dan Dunia, kabar terbaru terkini. Situs berita terpercaya dari politik, peristiwa, bisnis, bola, tekno hingga gosip artis', 'og:image': 'https://preview-kly.akamaized.net/og/liputan6.com.jpg', 'og:url': 'https://www.liputan6.com'}",1.0,1.0,1.0,3017.0,23.0,85.0,50.0,92.0,61.0
https://www.matahari.com,1.0,1.0,"Belanja Online Fashion  Lifestyle Gampang, Aman, Terpercaya. | matahari.com",9.0,Belanja Online Fashion di Matahari.com banyak keuntungan mulai dari cashback voucher sampai dengan bebas ongkos kirim hanya di Matahari.com,1.0,Matahari Ecommerce,1.0,"INDEX,FOLLOW",0.0,0.0,16.0,0.0,0.0,0.0,"{'og:title': 'Belanja Online Fashion  Lifestyle Gampang, Aman, Terpercaya. | matahari.com', 'og:description': 'Tidak ditemukan', 'og:image': 'Tidak ditemukan', 'og:url': 'Tidak ditemukan'}",1.0,1.0,1.0,2787.0,19.0,68.0,68.0,83.0,78.0
https://www.menlhk.go.id,1.0,1.0,Beranda | Kementerian Lingkungan Hidup Dan Kehutanan,6.0,"menteri, lingkungan hidup, hutan, alam indonesia, pemerintah",5.0,Kementerian Lingkungan Hidup dan Kehutanan Republik Indonesia,1.0,Tidak ditemukan,0.0,0.0,5.0,1.0,0.0,0.0,"{'og:title': 'Tidak ditemukan', 'og:description': 'Tidak ditemukan', 'og:image': 'Tidak ditemukan', 'og:url': 'Tidak ditemukan'}",1.0,1.0,1.0,50.0,26.0,86.0,96.0,100,92.0
https://www.mitrakeluarga.com,1.0,1.0,Mitra Keluarga,1.0,"Rumah Sakit Mitra Keluarga menjadi Mitra Keluarga, menghidupkan keluarga dalam Mitra Keluarga, menjadi lebih dari sekedar rumah sakit. Menjadi lebih dinamis dan hidup. Mitra Keluarga adalah &quot;life.love.laughter.&quot;. Mitra Keluarga Berangkat dari komitmen untuk &quot;menyentuh&quot; lebih banyak keluarga Indonesia, kita siap melangkah maju.",4.0,"Mitra Keluarga, rumah sakit, spesialis kulit, spesial mata, spesialis urologi, spesialis anak, spesialis penyakit dalam, spesialis tht, spesialis paru, spesialis kulit dan kelamin, spesialis, spesialis penyakit, indonesia, hospital, healthcare, specialist service, medical center",17.0,Tidak ditemukan,0.0,0.0,0.0,0.0,0.0,0.0,"{'og:title': 'Mitra Keluarga', 'og:description': 'Rumah Sakit Mitra Keluarga menjadi Mitra Keluarga, menghidupkan keluarga dalam Mitra Keluarga, menjadi lebih dari sekedar rumah sakit. Menjadi lebih dinamis dan hidup. Mitra Keluarga adalah &quot;life.love.laughter.&quot;. Mitra Keluarga Berangkat dari komitmen untuk &quot;menyentuh&quot; lebih banyak keluarga Indonesia, kita siap melangkah maju.', 'og:image': 'Tidak ditemukan', 'og:url': 'Tidak ditemukan'}",1.0,1.0,1.0,0.0,45.0,72.0,75.0,100.0,85.0
